instance,tw,detkdecomp
hypergraphs_Pi-20-10-20-30-07.xml.hg,4,331.09
hypergraphs_Pi-20-10-20-30-08.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-09.xml.hg,4,336.86
hypergraphs_Pi-20-10-20-30-10.xml.hg,4,370.31
hypergraphs_Pi-20-10-20-30-11.xml.hg,4,307.35
hypergraphs_Pi-20-10-20-30-12.xml.hg,4,342.92
hypergraphs_Pi-20-10-20-30-13.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-14.xml.hg,4,412.19
hypergraphs_Pi-20-10-20-30-15.xml.hg,4,249.68
hypergraphs_Pi-20-10-20-30-16.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-17.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-18.xml.hg,4,411.04
hypergraphs_Pi-20-10-20-30-19.xml.hg,4,268.53
hypergraphs_Pi-20-10-20-30-20.xml.hg,4,318.35
hypergraphs_Pi-20-10-20-30-21.xml.hg,4,245.5
hypergraphs_Pi-20-10-20-30-22.xml.hg,4,281.73
hypergraphs_Pi-20-10-20-30-23.xml.hg,4,261.08
hypergraphs_Pi-20-10-20-30-24.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-25.xml.hg,4,318.71
hypergraphs_Pi-20-10-20-30-26.xml.hg,4,316.69
hypergraphs_Pi-20-10-20-30-27.xml.hg,4,338.23
hypergraphs_Pi-20-10-20-30-28.xml.hg,4,280.12
hypergraphs_Pi-20-10-20-30-29.xml.hg,4,251.35
hypergraphs_Pi-20-10-20-30-30.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-31.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-32.xml.hg,4,312.74
hypergraphs_Pi-20-10-20-30-33.xml.hg,4,274.71
hypergraphs_Pi-20-10-20-30-34.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-35.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-36.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-37.xml.hg,4,259.75
hypergraphs_Pi-20-10-20-30-38.xml.hg,4,272.94
hypergraphs_Pi-20-10-20-30-39.xml.hg,4,264.55
hypergraphs_Pi-20-10-20-30-40.xml.hg,4,300.86
hypergraphs_Pi-20-10-20-30-41.xml.hg,4,344.5
hypergraphs_Pi-20-10-20-30-42.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-43.xml.hg,4,302.75
hypergraphs_Pi-20-10-20-30-44.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-45.xml.hg,4,295.55
hypergraphs_Pi-20-10-20-30-46.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-47.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-48.xml.hg,4,318.4
hypergraphs_Pi-20-10-20-30-49.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-50.xml.hg,4,274.6
hypergraphs_Pi-20-10-20-30-51.xml.hg,4,273.06
hypergraphs_Pi-20-10-20-30-52.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-53.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-54.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-55.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-56.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-57.xml.hg,4,308.2
hypergraphs_Pi-20-10-20-30-58.xml.hg,4,265.63
hypergraphs_Pi-20-10-20-30-59.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-60.xml.hg,4,346.77
hypergraphs_Pi-20-10-20-30-61.xml.hg,4,454.55
hypergraphs_Pi-20-10-20-30-62.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-63.xml.hg,4,378.02
hypergraphs_Pi-20-10-20-30-64.xml.hg,4,337.5
hypergraphs_Pi-20-10-20-30-65.xml.hg,4,247.14
hypergraphs_Pi-20-10-20-30-66.xml.hg,4,286.56
hypergraphs_Pi-20-10-20-30-67.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-68.xml.hg,4,248.15
hypergraphs_Pi-20-10-20-30-69.xml.hg,4,259.8
hypergraphs_Pi-20-10-20-30-70.xml.hg,-1,RTE
hypergraphs_Pi-20-10-20-30-71.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-72.xml.hg,4,320.67
hypergraphs_Pi-20-10-20-30-73.xml.hg,4,298.45
hypergraphs_Pi-20-10-20-30-74.xml.hg,4,351.36
hypergraphs_Pi-20-10-20-30-75.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-76.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-77.xml.hg,4,289.56
hypergraphs_Pi-20-10-20-30-78.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-79.xml.hg,4,329.89
hypergraphs_Pi-20-10-20-30-80.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-81.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-82.xml.hg,4,262.96
hypergraphs_Pi-20-10-20-30-83.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-84.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-85.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-86.xml.hg,4,283.68
hypergraphs_Pi-20-10-20-30-87.xml.hg,4,313.95
hypergraphs_Pi-20-10-20-30-88.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-89.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-90.xml.hg,4,379.82
hypergraphs_Pi-20-10-20-30-91.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-92.xml.hg,4,359.83
hypergraphs_Pi-20-10-20-30-93.xml.hg,4,400.76
hypergraphs_Pi-20-10-20-30-94.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-30-95.xml.hg,4,302.39
hypergraphs_Pi-20-10-20-30-96.xml.hg,4,316.36
hypergraphs_Pi-20-10-20-30-97.xml.hg,4,2490.75
hypergraphs_Pi-20-10-20-30-98.xml.hg,-1,RTE
hypergraphs_Pi-20-10-20-30-99.xml.hg,4,247.07
hypergraphs_Pi-20-10-20-40-00.xml.hg,4,252.46
hypergraphs_Pi-20-10-20-40-01.xml.hg,4,280.09
hypergraphs_Pi-20-10-20-40-02.xml.hg,4,337.48
hypergraphs_Pi-20-10-20-40-03.xml.hg,4,300.04
hypergraphs_Pi-20-10-20-40-04.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-05.xml.hg,4,323.39
hypergraphs_Pi-20-10-20-40-06.xml.hg,4,273.73
hypergraphs_Pi-20-10-20-40-07.xml.hg,4,252.18
hypergraphs_Pi-20-10-20-40-08.xml.hg,4,367.51
hypergraphs_Pi-20-10-20-40-09.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-10.xml.hg,4,320.38
hypergraphs_Pi-20-10-20-40-11.xml.hg,4,359.71
hypergraphs_Pi-20-10-20-40-12.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-13.xml.hg,4,265.95
hypergraphs_Pi-20-10-20-40-14.xml.hg,4,288.65
hypergraphs_Pi-20-10-20-40-15.xml.hg,4,362.79
hypergraphs_Pi-20-10-20-40-16.xml.hg,4,1737.85
hypergraphs_Pi-20-10-20-40-17.xml.hg,4,351.31
hypergraphs_Pi-20-10-20-40-18.xml.hg,4,270.93
hypergraphs_Pi-20-10-20-40-19.xml.hg,4,311.3
hypergraphs_Pi-20-10-20-40-20.xml.hg,4,344.03
hypergraphs_Pi-20-10-20-40-21.xml.hg,4,287.76
hypergraphs_Pi-20-10-20-40-22.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-23.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-24.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-25.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-26.xml.hg,4,640.9
hypergraphs_Pi-20-10-20-40-27.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-28.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-29.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-30.xml.hg,4,318.24
hypergraphs_Pi-20-10-20-40-31.xml.hg,4,269.76
hypergraphs_Pi-20-10-20-40-32.xml.hg,4,278.0
hypergraphs_Pi-20-10-20-40-33.xml.hg,4,244.52
hypergraphs_Pi-20-10-20-40-34.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-35.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-36.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-37.xml.hg,4,274.69
hypergraphs_Pi-20-10-20-40-38.xml.hg,4,345.8
hypergraphs_Pi-20-10-20-40-39.xml.hg,4,1194.48
hypergraphs_Pi-20-10-20-40-40.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-41.xml.hg,4,247.65
hypergraphs_Pi-20-10-20-40-42.xml.hg,4,291.97
hypergraphs_Pi-20-10-20-40-43.xml.hg,4,360.9
hypergraphs_Pi-20-10-20-40-44.xml.hg,4,293.95
hypergraphs_Pi-20-10-20-40-45.xml.hg,4,314.09
hypergraphs_Pi-20-10-20-40-46.xml.hg,4,280.58
hypergraphs_Pi-20-10-20-40-47.xml.hg,4,355.95
hypergraphs_Pi-20-10-20-40-48.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-49.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-50.xml.hg,4,276.64
hypergraphs_Pi-20-10-20-40-51.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-52.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-53.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-54.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-55.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-56.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-57.xml.hg,4,361.93
hypergraphs_Pi-20-10-20-40-58.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-59.xml.hg,4,349.5
hypergraphs_Pi-20-10-20-40-60.xml.hg,4,250.48
hypergraphs_Pi-20-10-20-40-61.xml.hg,4,344.67
hypergraphs_Pi-20-10-20-40-62.xml.hg,4,345.97
hypergraphs_Pi-20-10-20-40-63.xml.hg,4,250.43
hypergraphs_Pi-20-10-20-40-64.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-65.xml.hg,4,319.31
hypergraphs_Pi-20-10-20-40-66.xml.hg,4,830.08
hypergraphs_Pi-20-10-20-40-67.xml.hg,4,298.88
hypergraphs_Pi-20-10-20-40-68.xml.hg,4,812.64
hypergraphs_Pi-20-10-20-40-69.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-70.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-71.xml.hg,4,1620.9
hypergraphs_Pi-20-10-20-40-72.xml.hg,4,340.14
hypergraphs_Pi-20-10-20-40-73.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-74.xml.hg,4,305.19
hypergraphs_Pi-20-10-20-40-75.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-76.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-77.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-78.xml.hg,4,274.21
hypergraphs_Pi-20-10-20-40-79.xml.hg,4,1436.07
hypergraphs_Pi-20-10-20-40-80.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-81.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-82.xml.hg,4,291.82
hypergraphs_Pi-20-10-20-40-83.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-84.xml.hg,4,328.27
hypergraphs_Pi-20-10-20-40-85.xml.hg,4,327.21
hypergraphs_Pi-20-10-20-40-86.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-87.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-88.xml.hg,4,343.57
hypergraphs_Pi-20-10-20-40-89.xml.hg,4,310.42
hypergraphs_Pi-20-10-20-40-90.xml.hg,4,279.36
hypergraphs_Pi-20-10-20-40-91.xml.hg,4,280.17
hypergraphs_Pi-20-10-20-40-92.xml.hg,4,321.41
hypergraphs_Pi-20-10-20-40-93.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-94.xml.hg,4,282.69
hypergraphs_Pi-20-10-20-40-95.xml.hg,-1,TO
hypergraphs_Pi-20-10-20-40-96.xml.hg,4,303.94
hypergraphs_Pi-20-10-20-40-97.xml.hg,4,294.5
hypergraphs_Pi-20-10-20-40-98.xml.hg,4,335.19
hypergraphs_Pi-20-10-20-40-99.xml.hg,4,270.29
hypergraphs_Pi-40-10-07948-40-00.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-01.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-02.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-03.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-04.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-05.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-06.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-07.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-08.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-09.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-10.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-11.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-12.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-13.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-14.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-15.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-16.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-17.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-18.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-19.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-20.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-21.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-22.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-23.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-24.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-25.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-26.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-27.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-28.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-29.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-30.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-31.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-32.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-33.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-34.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-35.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-36.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-37.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-38.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-39.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-40.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-41.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-42.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-43.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-44.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-45.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-46.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-47.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-48.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-49.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-50.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-51.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-52.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-53.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-54.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-55.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-56.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-57.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-58.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-59.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-60.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-61.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-62.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-63.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-64.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-65.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-66.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-67.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-68.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-69.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-70.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-71.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-72.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-73.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-74.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-75.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-76.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-77.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-78.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-79.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-80.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-81.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-82.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-83.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-84.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-85.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-86.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-87.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-88.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-89.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-90.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-91.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-92.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-93.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-94.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-95.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-96.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-97.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-98.xml.hg,-1,TO
hypergraphs_Pi-40-10-07948-40-99.xml.hg,-1,TO
hypergraphs_pigeonsPlus-06-03.xml.hg,3,0.49
hypergraphs_pigeonsPlus-06-04.xml.hg,3,0.46
hypergraphs_pigeonsPlus-06-05.xml.hg,3,0.41
hypergraphs_pigeonsPlus-06-06.xml.hg,3,0.46
hypergraphs_pigeonsPlus-06-07.xml.hg,3,0.48
hypergraphs_pigeonsPlus-06-08.xml.hg,3,0.5
hypergraphs_pigeonsPlus-06-09.xml.hg,3,0.48
hypergraphs_pigeonsPlus-06-10.xml.hg,3,0.48
hypergraphs_pigeonsPlus-07-03.xml.hg,4,101.7
hypergraphs_pigeonsPlus-07-04.xml.hg,4,103.85
hypergraphs_pigeonsPlus-07-05.xml.hg,4,105.76
hypergraphs_pigeonsPlus-07-06.xml.hg,4,120.25
hypergraphs_pigeonsPlus-07-07.xml.hg,4,110.55
hypergraphs_pigeonsPlus-07-08.xml.hg,4,121.95
hypergraphs_pigeonsPlus-07-09.xml.hg,4,117.88
hypergraphs_pigeonsPlus-08-03.xml.hg,4,604.09
hypergraphs_pigeonsPlus-08-04.xml.hg,4,628.87
hypergraphs_pigeonsPlus-08-05.xml.hg,4,607.59
hypergraphs_pigeonsPlus-08-06.xml.hg,4,597.21
hypergraphs_pigeonsPlus-08-07.xml.hg,4,531.67
hypergraphs_pigeonsPlus-08-08.xml.hg,4,645.52
hypergraphs_pigeonsPlus-09-03.xml.hg,-1,TO
hypergraphs_pigeonsPlus-09-04.xml.hg,-1,TO
hypergraphs_pigeonsPlus-09-05.xml.hg,-1,TO
hypergraphs_pigeonsPlus-09-06.xml.hg,-1,TO
hypergraphs_pigeonsPlus-09-07.xml.hg,-1,TO
hypergraphs_pigeonsPlus-10-03.xml.hg,-1,TO
hypergraphs_pigeonsPlus-10-04.xml.hg,-1,TO
hypergraphs_pigeonsPlus-10-05.xml.hg,-1,TO
hypergraphs_pigeonsPlus-10-06.xml.hg,-1,TO
hypergraphs_pigeonsPlus-10-07.xml.hg,-1,TO
hypergraphs_pigeonsPlus-11-02.xml.hg,-1,TO
hypergraphs_pigeonsPlus-11-03.xml.hg,-1,TO
hypergraphs_pigeonsPlus-11-04.xml.hg,-1,TO
hypergraphs_pigeonsPlus-11-05.xml.hg,-1,TO
hypergraphs_pigeonsPlus-11-06.xml.hg,-1,TO
hypergraphs_pret-060-25.xml.hg,5,1238.14
hypergraphs_pret-060-40.xml.hg,5,1173.93
hypergraphs_pret-060-60.xml.hg,5,1645.06
hypergraphs_pret-060-75.xml.hg,5,1207.48
hypergraphs_pret-150-25.xml.hg,-1,TO
hypergraphs_pret-150-40.xml.hg,-1,TO
hypergraphs_pret-150-60.xml.hg,-1,TO
hypergraphs_pret-150-75.xml.hg,-1,TO
hypergraphs_pret60_25.hg,-1,TO
hypergraphs_pret60_60.hg,-1,TO
hypergraphs_rand-10-20-10-5-10000-01.xml.hg,2,0.24
hypergraphs_rand-10-20-10-5-10000-02.xml.hg,2,0.23
hypergraphs_rand-10-20-10-5-10000-03.xml.hg,2,0.25
hypergraphs_rand-10-20-10-5-10000-04.xml.hg,2,0.29
hypergraphs_rand-10-20-10-5-10000-05.xml.hg,2,0.28
hypergraphs_rand-10-20-10-5-10000-06.xml.hg,2,0.2
hypergraphs_rand-10-20-10-5-10000-07.xml.hg,2,0.21
hypergraphs_rand-10-20-10-5-10000-08.xml.hg,3,0.13
hypergraphs_rand-10-20-10-5-10000-09.xml.hg,2,0.21
hypergraphs_rand-10-20-10-5-10000-10.xml.hg,2,0.23
hypergraphs_rand-10-20-10-5-10000-11.xml.hg,2,0.15
hypergraphs_rand-10-20-10-5-10000-12.xml.hg,2,0.19
hypergraphs_rand-10-20-10-5-10000-13.xml.hg,2,0.22
hypergraphs_rand-10-20-10-5-10000-14.xml.hg,2,0.14
hypergraphs_rand-10-20-10-5-10000-15.xml.hg,2,0.23
hypergraphs_rand-10-20-10-5-10000-16.xml.hg,2,0.25
hypergraphs_rand-10-20-10-5-10000-17.xml.hg,2,0.24
hypergraphs_rand-10-20-10-5-10000-18.xml.hg,2,0.26
hypergraphs_rand-10-20-10-5-10000-19.xml.hg,2,0.25
hypergraphs_rand-10-20-10-5-10000-20.xml.hg,2,0.27
hypergraphs_rand-10-60-20-30-51200-01.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-02.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-03.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-04.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-05.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-06.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-07.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-08.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-09.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-10.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-11.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-12.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-13.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-14.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-15.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-16.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-17.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-18.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-19.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-20.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-21.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-22.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-23.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-24.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-25.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-26.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-27.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-28.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-29.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-30.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-31.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-32.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-33.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-34.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-35.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-36.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-37.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-38.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-39.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-40.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-41.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-42.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-43.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-44.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-45.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-46.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-47.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-48.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-49.xml.hg,-1,TO
hypergraphs_rand-10-60-20-30-51200-50.xml.hg,-1,TO
hypergraphs_rand-15-23-3-16-150000-01.xml.hg,2,0.27
hypergraphs_rand-15-23-3-16-150000-02.xml.hg,2,0.22
hypergraphs_rand-15-23-3-16-150000-03.xml.hg,2,0.13
hypergraphs_rand-15-23-3-16-150000-04.xml.hg,2,0.25
hypergraphs_rand-15-23-3-16-150000-05.xml.hg,2,0.25
hypergraphs_rand-15-23-3-16-150000-06.xml.hg,2,0.26
hypergraphs_rand-15-23-3-16-150000-07.xml.hg,2,0.2
hypergraphs_rand-15-23-3-16-150000-08.xml.hg,2,0.25
hypergraphs_rand-15-23-3-16-150000-09.xml.hg,2,0.23
hypergraphs_rand-15-23-3-16-150000-10.xml.hg,2,0.27
