instance,tw,gus_ip,triang_phyl_maxcomp,binred_ip_pp
phylogeny_ms_exp1_r_3.400000_5.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.400000_6.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.400000_7.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.400000_8.phy,54,TO,256.06,TO
phylogeny_ms_exp1_r_3.400000_9.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_10.phy,84,TO,TO,2403.4
phylogeny_ms_exp1_r_3.600000_11.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_12.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.600000_13.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_14.phy,74,TO,514.67,TO
phylogeny_ms_exp1_r_3.600000_15.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_16.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.600000_17.phy,111,TO,TO,1530.37
phylogeny_ms_exp1_r_3.600000_18.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_19.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_3.phy,113,TO,TO,1543.3899999999999
phylogeny_ms_exp1_r_3.600000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_5.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_6.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_7.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.600000_8.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.600000_9.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.800000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_10.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_11.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_12.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_13.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_14.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.800000_15.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.800000_16.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.800000_17.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.800000_18.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.800000_19.phy,91,2659.84,211.47,TO
phylogeny_ms_exp1_r_3.800000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp1_r_3.800000_2.phy,5,2017.96,110.24,MO
phylogeny_ms_exp1_r_3.800000_3.phy,73,TO,TO,661.11
phylogeny_ms_exp1_r_3.800000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_5.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_6.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_7.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_8.phy,-1,TO,TO,MO
phylogeny_ms_exp1_r_3.800000_9.phy,-1,TO,TO,MO
phylogeny_ms_exp2_100_10_0.000000_0.phy,0,0.34,0.24,TO
phylogeny_ms_exp2_100_10_0.000000_1.phy,0,0.74,0.42,80.02
phylogeny_ms_exp2_100_10_0.000000_2.phy,0,0.48,0.32,265.97
phylogeny_ms_exp2_100_10_0.000000_3.phy,0,0.38,0.25,82.69
phylogeny_ms_exp2_100_10_0.000000_4.phy,0,0.18,0.16,0.23
phylogeny_ms_exp2_100_10_1.000000_0.phy,0,0.38,0.25,156.09
phylogeny_ms_exp2_100_10_1.000000_1.phy,14,1.83,0.62,77.41
phylogeny_ms_exp2_100_10_1.000000_2.phy,32,43.11,2.61,24.14
phylogeny_ms_exp2_100_10_1.000000_3.phy,11,4.65,0.74,21.14
phylogeny_ms_exp2_100_10_1.000000_4.phy,4,0.32,0.22,1.83
phylogeny_ms_exp2_100_10_2.000000_0.phy,20,3.07,0.66,TO
phylogeny_ms_exp2_100_10_2.000000_1.phy,11,3.83,0.87,2.11
phylogeny_ms_exp2_100_10_2.000000_2.phy,2,1.69,0.47,157.64
phylogeny_ms_exp2_100_10_2.000000_3.phy,42,TO,54.16,26.17
phylogeny_ms_exp2_100_10_2.000000_4.phy,43,TO,38.66,160.33
phylogeny_ms_exp2_100_10_4.000000_0.phy,39,39.15,4.23,530.7
phylogeny_ms_exp2_100_10_4.000000_1.phy,37,85.44,5.28,96.32
phylogeny_ms_exp2_100_10_4.000000_2.phy,42,262.88,11.44,2.24
phylogeny_ms_exp2_100_10_4.000000_3.phy,67,2189.9300000000003,52.97,TO
phylogeny_ms_exp2_100_10_4.000000_4.phy,50,MO,360.83,66.62
phylogeny_ms_exp2_100_20_0.000000_0.phy,0,1.15,0.56,TO
phylogeny_ms_exp2_100_20_0.000000_1.phy,0,0.49,0.3,TO
phylogeny_ms_exp2_100_20_0.000000_2.phy,0,15.94,4.46,TO
phylogeny_ms_exp2_100_20_0.000000_3.phy,0,0.37,0.21,TO
phylogeny_ms_exp2_100_20_0.000000_4.phy,0,0.44,0.3,TO
phylogeny_ms_exp2_100_20_1.000000_0.phy,14,6.21,1.18,TO
phylogeny_ms_exp2_100_20_1.000000_1.phy,23,578.57,18.49,TO
phylogeny_ms_exp2_100_20_1.000000_2.phy,47,TO,360.12,TO
phylogeny_ms_exp2_100_20_1.000000_3.phy,0,0.45,0.3,TO
phylogeny_ms_exp2_100_20_1.000000_4.phy,13,20.44,2.24,TO
phylogeny_ms_exp2_100_20_2.000000_0.phy,14,4.65,1.32,TO
phylogeny_ms_exp2_100_20_2.000000_1.phy,26,9.19,1.28,TO
phylogeny_ms_exp2_100_20_2.000000_2.phy,35,TO,388.57,TO
phylogeny_ms_exp2_100_20_2.000000_3.phy,10,2.13,0.65,1218.32
phylogeny_ms_exp2_100_20_2.000000_4.phy,24,984.25,15.11,TO
phylogeny_ms_exp2_100_20_4.000000_0.phy,47,TO,368.13,TO
phylogeny_ms_exp2_100_20_4.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_100_20_4.000000_2.phy,9,7.86,1.44,258.47
phylogeny_ms_exp2_100_20_4.000000_3.phy,-1,TO,TO,TO
phylogeny_ms_exp2_100_20_4.000000_4.phy,55,TO,1087.27,TO
phylogeny_ms_exp2_100_40_0.000000_0.phy,0,271.46,32.49,MO
phylogeny_ms_exp2_100_40_0.000000_1.phy,0,0.51,0.33,MO
phylogeny_ms_exp2_100_40_0.000000_2.phy,0,0.62,0.37,MO
phylogeny_ms_exp2_100_40_0.000000_3.phy,0,2.45,1.07,MO
phylogeny_ms_exp2_100_40_0.000000_4.phy,0,9.02,1.33,MO
phylogeny_ms_exp2_100_4_0.000000_0.phy,0,0.16,0.15,0.01
phylogeny_ms_exp2_100_4_0.000000_1.phy,0,0.17,0.15,0.08
phylogeny_ms_exp2_100_4_0.000000_2.phy,0,0.17,0.15,0.01
phylogeny_ms_exp2_100_4_0.000000_3.phy,0,0.16,0.15,0.01
phylogeny_ms_exp2_100_4_0.000000_4.phy,0,0.16,0.16,0.01
phylogeny_ms_exp2_100_40_1.000000_0.phy,-1,TO,TO,TO
phylogeny_ms_exp2_100_40_1.000000_1.phy,18,2.93,0.81,TO
phylogeny_ms_exp2_100_40_1.000000_2.phy,8,MO,178.71,TO
phylogeny_ms_exp2_100_40_1.000000_3.phy,4,TO,192.95,MO
phylogeny_ms_exp2_100_40_1.000000_4.phy,0,37.88,8.01,MO
phylogeny_ms_exp2_100_40_2.000000_0.phy,44,TO,212.94,TO
phylogeny_ms_exp2_100_40_2.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_100_40_2.000000_2.phy,35,MO,454.26,TO
phylogeny_ms_exp2_100_40_2.000000_3.phy,3,8.55,3.25,MO
phylogeny_ms_exp2_100_40_2.000000_4.phy,20,TO,749.29,TO
phylogeny_ms_exp2_100_40_4.000000_0.phy,19,12.57,1.51,TO
phylogeny_ms_exp2_100_40_4.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_100_40_4.000000_2.phy,-1,TO,TO,TO
phylogeny_ms_exp2_100_40_4.000000_3.phy,-1,TO,TO,TO
phylogeny_ms_exp2_100_40_4.000000_4.phy,-1,TO,TO,TO
phylogeny_ms_exp2_100_4_1.000000_0.phy,0,0.29,0.19,0.45
phylogeny_ms_exp2_100_4_1.000000_1.phy,15,0.29,0.24,0.43
phylogeny_ms_exp2_100_4_1.000000_2.phy,22,0.37,0.3,1.38
phylogeny_ms_exp2_100_4_1.000000_3.phy,9,0.29,0.28,0.46
phylogeny_ms_exp2_100_4_1.000000_4.phy,9,0.29,0.21,1.22
phylogeny_ms_exp2_100_4_2.000000_0.phy,44,0.54,3.36,0.4
phylogeny_ms_exp2_100_4_2.000000_1.phy,36,0.61,0.46,0.47
phylogeny_ms_exp2_100_4_2.000000_2.phy,17,0.33,0.41,0.9
phylogeny_ms_exp2_100_4_2.000000_3.phy,18,0.29,0.30000000000000004,0.61
phylogeny_ms_exp2_100_4_2.000000_4.phy,19,0.38,0.27,1.36
phylogeny_ms_exp2_100_4_4.000000_0.phy,34,3.4,0.48,0.33
phylogeny_ms_exp2_100_4_4.000000_1.phy,40,3.87,0.9,0.32
phylogeny_ms_exp2_100_4_4.000000_2.phy,46,3.69,1.16,0.7
phylogeny_ms_exp2_100_4_4.000000_3.phy,46,7.08,1.97,1.83
phylogeny_ms_exp2_100_4_4.000000_4.phy,49,13.29,1.59,1.48
phylogeny_ms_exp2_150_10_0.000000_0.phy,0,3.78,2.21,65.89
phylogeny_ms_exp2_150_10_0.000000_1.phy,0,1.33,1.02,478.21
phylogeny_ms_exp2_150_10_0.000000_2.phy,0,1.16,0.55,2.21
phylogeny_ms_exp2_150_10_0.000000_3.phy,0,1.87,1.02,18.69
phylogeny_ms_exp2_150_10_0.000000_4.phy,0,1.39,0.84,25.74
phylogeny_ms_exp2_150_10_1.000000_0.phy,11,1.06,0.67,TO
phylogeny_ms_exp2_150_10_1.000000_1.phy,1,2.22,1.3,MO
phylogeny_ms_exp2_150_10_1.000000_2.phy,21,20.07,4.34,TO
phylogeny_ms_exp2_150_10_1.000000_3.phy,42,18.01,5.58,TO
phylogeny_ms_exp2_150_10_1.000000_4.phy,24,5.34,3.02,TO
phylogeny_ms_exp2_150_10_2.000000_0.phy,73,TO,97.14,1167.9599999999998
phylogeny_ms_exp2_150_10_2.000000_1.phy,17,9.53,2.09,641.7
phylogeny_ms_exp2_150_10_2.000000_2.phy,85,TO,228.96,TO
phylogeny_ms_exp2_150_10_2.000000_3.phy,42,82.89,10.2,TO
phylogeny_ms_exp2_150_10_2.000000_4.phy,67,207.4,19.18,TO
phylogeny_ms_exp2_150_10_4.000000_0.phy,98,TO,2674.2,TO
phylogeny_ms_exp2_150_10_4.000000_1.phy,92,TO,TO,3.96
phylogeny_ms_exp2_150_10_4.000000_2.phy,32,29.3,7.35,12.53
phylogeny_ms_exp2_150_10_4.000000_3.phy,54,8.38,2.31,135.1
phylogeny_ms_exp2_150_10_4.000000_4.phy,36,65.78,8.31,TO
phylogeny_ms_exp2_150_20_0.000000_0.phy,0,8.31,3.78,TO
phylogeny_ms_exp2_150_20_0.000000_1.phy,0,2.02,1.25,TO
phylogeny_ms_exp2_150_20_0.000000_2.phy,0,836.38,123.13000000000001,TO
phylogeny_ms_exp2_150_20_0.000000_3.phy,0,42.19,9.58,TO
phylogeny_ms_exp2_150_20_0.000000_4.phy,0,1.39,0.7,TO
phylogeny_ms_exp2_150_20_1.000000_0.phy,26,39.57,16.01,TO
phylogeny_ms_exp2_150_20_1.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_20_1.000000_2.phy,19,2.8,1.66,TO
phylogeny_ms_exp2_150_20_1.000000_3.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_20_1.000000_4.phy,3,3.2,1.6500000000000001,1517.5900000000001
phylogeny_ms_exp2_150_20_2.000000_0.phy,15,138.21,13.09,TO
phylogeny_ms_exp2_150_20_2.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_20_2.000000_2.phy,31,1869.9,32.81,TO
phylogeny_ms_exp2_150_20_2.000000_3.phy,29,TO,61.8,TO
phylogeny_ms_exp2_150_20_2.000000_4.phy,55,TO,627.16,TO
phylogeny_ms_exp2_150_20_4.000000_0.phy,42,TO,193.37,TO
phylogeny_ms_exp2_150_20_4.000000_1.phy,55,308.61,23.33,2017.26
phylogeny_ms_exp2_150_20_4.000000_2.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_20_4.000000_3.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_20_4.000000_4.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_40_0.000000_0.phy,0,7.36,2.3,MO
phylogeny_ms_exp2_150_40_0.000000_1.phy,0,20.85,10.27,MO
phylogeny_ms_exp2_150_40_0.000000_2.phy,0,2.56,2.38,MO
phylogeny_ms_exp2_150_40_0.000000_3.phy,0,TO,193.58,MO
phylogeny_ms_exp2_150_40_0.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_150_4_0.000000_0.phy,0,0.4,0.36,0.1
phylogeny_ms_exp2_150_4_0.000000_1.phy,0,0.39,0.39,0.1
phylogeny_ms_exp2_150_4_0.000000_2.phy,0,0.37,0.38,0.01
phylogeny_ms_exp2_150_4_0.000000_3.phy,0,0.79,0.61,0.97
phylogeny_ms_exp2_150_4_0.000000_4.phy,0,0.78,0.57,2.44
phylogeny_ms_exp2_150_40_1.000000_0.phy,0,1.83,1.13,MO
phylogeny_ms_exp2_150_40_1.000000_1.phy,18,853.63,89.27,MO
phylogeny_ms_exp2_150_40_1.000000_2.phy,17,TO,200.0,TO
phylogeny_ms_exp2_150_40_1.000000_3.phy,0,382.59,45.75,MO
phylogeny_ms_exp2_150_40_1.000000_4.phy,0,2.63,1.41,MO
phylogeny_ms_exp2_150_40_2.000000_0.phy,37,TO,335.71000000000004,TO
phylogeny_ms_exp2_150_40_2.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_40_2.000000_2.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_40_2.000000_3.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_40_2.000000_4.phy,15,2.0,1.83,TO
phylogeny_ms_exp2_150_40_4.000000_0.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_40_4.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_40_4.000000_2.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_40_4.000000_3.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_40_4.000000_4.phy,-1,TO,TO,TO
phylogeny_ms_exp2_150_4_1.000000_0.phy,14,0.95,0.99,1.14
phylogeny_ms_exp2_150_4_1.000000_1.phy,4,0.8,0.58,0.94
phylogeny_ms_exp2_150_4_1.000000_2.phy,10,0.77,0.51,0.86
phylogeny_ms_exp2_150_4_1.000000_3.phy,10,0.86,0.59,1.26
phylogeny_ms_exp2_150_4_1.000000_4.phy,12,0.88,0.61,0.93
phylogeny_ms_exp2_150_4_2.000000_0.phy,62,5.56,1.85,2.65
phylogeny_ms_exp2_150_4_2.000000_1.phy,51,5.33,1.45,1.17
phylogeny_ms_exp2_150_4_2.000000_2.phy,28,1.32,0.73,0.84
phylogeny_ms_exp2_150_4_2.000000_3.phy,32,0.97,1.52,0.92
phylogeny_ms_exp2_150_4_2.000000_4.phy,52,1.69,0.8,13.42
phylogeny_ms_exp2_150_4_4.000000_0.phy,52,6.43,1.44,0.78
phylogeny_ms_exp2_150_4_4.000000_1.phy,36,1.8,0.93,3.06
phylogeny_ms_exp2_150_4_4.000000_2.phy,60,20.56,4.28,7.51
phylogeny_ms_exp2_150_4_4.000000_3.phy,59,19.76,4.07,2.52
phylogeny_ms_exp2_150_4_4.000000_4.phy,64,58.27,6.25,4.96
phylogeny_ms_exp2_200_10_0.000000_0.phy,0,2.79,1.68,1390.74
phylogeny_ms_exp2_200_10_0.000000_1.phy,0,5.46,3.54,1347.92
phylogeny_ms_exp2_200_10_0.000000_2.phy,0,2.33,1.3,TO
phylogeny_ms_exp2_200_10_0.000000_3.phy,0,4.51,2.99,43.39
phylogeny_ms_exp2_200_10_0.000000_4.phy,0,7.35,4.59,550.98
phylogeny_ms_exp2_200_10_1.000000_0.phy,3,6.91,3.54,37.04
phylogeny_ms_exp2_200_10_1.000000_1.phy,2,3.68,1.94,30.29
phylogeny_ms_exp2_200_10_1.000000_2.phy,19,5.31,2.27,975.25
phylogeny_ms_exp2_200_10_1.000000_3.phy,68,28.2,6.63,477.71
phylogeny_ms_exp2_200_10_1.000000_4.phy,24,9.66,4.81,171.59
phylogeny_ms_exp2_200_10_2.000000_0.phy,44,7.42,2.64,TO
phylogeny_ms_exp2_200_10_2.000000_1.phy,92,TO,415.55,TO
phylogeny_ms_exp2_200_10_2.000000_2.phy,65,578.03,48.29,362.58
phylogeny_ms_exp2_200_10_2.000000_3.phy,139,TO,TO,1240.19
phylogeny_ms_exp2_200_10_2.000000_4.phy,100,2496.6,68.79,20.06
phylogeny_ms_exp2_200_10_4.000000_0.phy,141,TO,TO,1321.8899999999999
phylogeny_ms_exp2_200_10_4.000000_1.phy,88,TO,2419.54,1626.02
phylogeny_ms_exp2_200_10_4.000000_2.phy,50,472.66,32.79,TO
phylogeny_ms_exp2_200_10_4.000000_3.phy,88,TO,60.18,TO
phylogeny_ms_exp2_200_10_4.000000_4.phy,69,TO,365.26,654.29
phylogeny_ms_exp2_200_20_0.000000_0.phy,0,131.69,21.76,TO
phylogeny_ms_exp2_200_20_0.000000_1.phy,0,28.21,17.76,TO
phylogeny_ms_exp2_200_20_0.000000_2.phy,0,370.35,45.95,TO
phylogeny_ms_exp2_200_20_0.000000_3.phy,0,3.46,1.56,MO
phylogeny_ms_exp2_200_20_0.000000_4.phy,0,212.64,64.6,MO
phylogeny_ms_exp2_200_20_1.000000_0.phy,-1,TO,TO,TO
phylogeny_ms_exp2_200_20_1.000000_1.phy,11,TO,274.4,TO
phylogeny_ms_exp2_200_20_1.000000_2.phy,9,3.5,2.04,TO
phylogeny_ms_exp2_200_20_1.000000_3.phy,26,894.36,85.5,TO
phylogeny_ms_exp2_200_20_1.000000_4.phy,3,41.75,31.3,TO
phylogeny_ms_exp2_200_20_2.000000_0.phy,-1,TO,TO,TO
phylogeny_ms_exp2_200_20_2.000000_1.phy,9,160.77,47.16,TO
phylogeny_ms_exp2_200_20_2.000000_2.phy,-1,TO,TO,TO
phylogeny_ms_exp2_200_20_2.000000_3.phy,47,368.54,48.19,TO
phylogeny_ms_exp2_200_20_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_20_4.000000_0.phy,86,TO,246.87,TO
phylogeny_ms_exp2_200_20_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_20_4.000000_2.phy,87,TO,815.25,TO
phylogeny_ms_exp2_200_20_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_20_4.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_40_0.000000_0.phy,0,TO,542.34,MO
phylogeny_ms_exp2_200_40_0.000000_1.phy,0,73.8,13.57,MO
phylogeny_ms_exp2_200_40_0.000000_2.phy,0,5.3,4.27,MO
phylogeny_ms_exp2_200_40_0.000000_3.phy,0,16.11,9.31,MO
phylogeny_ms_exp2_200_40_0.000000_4.phy,0,6.83,5.2,MO
phylogeny_ms_exp2_200_4_0.000000_0.phy,0,0.84,0.76,0.02
phylogeny_ms_exp2_200_4_0.000000_1.phy,0,0.82,0.79,0.02
phylogeny_ms_exp2_200_4_0.000000_2.phy,0,0.8,0.77,0.01
phylogeny_ms_exp2_200_4_0.000000_3.phy,0,0.85,0.72,0.13
phylogeny_ms_exp2_200_4_0.000000_4.phy,0,0.81,0.76,0.13
phylogeny_ms_exp2_200_40_1.000000_0.phy,8,TO,773.64,TO
phylogeny_ms_exp2_200_40_1.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_40_1.000000_2.phy,0,9.96,6.37,MO
phylogeny_ms_exp2_200_40_1.000000_3.phy,17,TO,3340.93,MO
phylogeny_ms_exp2_200_40_1.000000_4.phy,2,TO,2574.07,MO
phylogeny_ms_exp2_200_40_2.000000_0.phy,52,160.61,101.51,TO
phylogeny_ms_exp2_200_40_2.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_200_40_2.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_40_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_40_2.000000_4.phy,-1,TO,TO,TO
phylogeny_ms_exp2_200_40_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_40_4.000000_1.phy,-1,TO,TO,TO
phylogeny_ms_exp2_200_40_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_40_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_40_4.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_200_4_1.000000_0.phy,8,2.01,1.1,7.32
phylogeny_ms_exp2_200_4_1.000000_1.phy,31,2.15,1.39,5.95
phylogeny_ms_exp2_200_4_1.000000_2.phy,38,2.26,1.59,1.94
phylogeny_ms_exp2_200_4_1.000000_3.phy,29,2.14,1.29,3.04
phylogeny_ms_exp2_200_4_1.000000_4.phy,76,4.82,2.35,2.21
phylogeny_ms_exp2_200_4_2.000000_0.phy,44,2.68,1.62,2.15
phylogeny_ms_exp2_200_4_2.000000_1.phy,43,2.7,1.57,2.2800000000000002
phylogeny_ms_exp2_200_4_2.000000_2.phy,102,72.0,13.29,4.13
phylogeny_ms_exp2_200_4_2.000000_3.phy,17,1.84,1.31,5.66
phylogeny_ms_exp2_200_4_2.000000_4.phy,44,2.48,1.63,1.72
phylogeny_ms_exp2_200_4_4.000000_0.phy,77,77.7,5.85,2.6700000000000004
phylogeny_ms_exp2_200_4_4.000000_1.phy,86,TO,108.91,7.75
phylogeny_ms_exp2_200_4_4.000000_2.phy,81,2082.06,23.47,1.94
phylogeny_ms_exp2_200_4_4.000000_3.phy,72,9.79,3.13,4.61
phylogeny_ms_exp2_200_4_4.000000_4.phy,87,32.21,8.94,9.9
phylogeny_ms_exp2_250_10_0.000000_0.phy,0,4.72,2.55,TO
phylogeny_ms_exp2_250_10_0.000000_1.phy,0,6.33,4.21,381.57
phylogeny_ms_exp2_250_10_0.000000_2.phy,0,6.35,3.55,TO
phylogeny_ms_exp2_250_10_0.000000_3.phy,0,7.18,4.36,315.68
phylogeny_ms_exp2_250_10_0.000000_4.phy,0,12.11,9.38,1599.28
phylogeny_ms_exp2_250_10_1.000000_0.phy,59,1061.43,20.68,199.5
phylogeny_ms_exp2_250_10_1.000000_1.phy,65,TO,110.57,TO
phylogeny_ms_exp2_250_10_1.000000_2.phy,25,30.3,12.86,1441.71
phylogeny_ms_exp2_250_10_1.000000_3.phy,87,758.6899999999999,51.7,TO
phylogeny_ms_exp2_250_10_1.000000_4.phy,85,259.86,34.65,220.56
phylogeny_ms_exp2_250_10_2.000000_0.phy,67,164.64,26.3,TO
phylogeny_ms_exp2_250_10_2.000000_1.phy,35,55.52,23.73,TO
phylogeny_ms_exp2_250_10_2.000000_2.phy,55,28.56,14.41,TO
phylogeny_ms_exp2_250_10_2.000000_3.phy,108,TO,251.66,38.190000000000005
phylogeny_ms_exp2_250_10_2.000000_4.phy,63,125.81,23.38,MO
phylogeny_ms_exp2_250_10_4.000000_0.phy,110,TO,649.46,MO
phylogeny_ms_exp2_250_10_4.000000_1.phy,148,TO,TO,39.82
phylogeny_ms_exp2_250_10_4.000000_2.phy,126,TO,643.65,MO
phylogeny_ms_exp2_250_10_4.000000_3.phy,112,TO,631.73,MO
phylogeny_ms_exp2_250_10_4.000000_4.phy,155,TO,TO,3421.38
phylogeny_ms_exp2_250_20_0.000000_0.phy,0,10.63,8.42,MO
phylogeny_ms_exp2_250_20_0.000000_1.phy,0,105.8,39.04,MO
phylogeny_ms_exp2_250_20_0.000000_2.phy,0,288.36,376.31,MO
phylogeny_ms_exp2_250_20_0.000000_3.phy,0,514.49,522.38,MO
phylogeny_ms_exp2_250_20_0.000000_4.phy,0,380.73,74.76,MO
phylogeny_ms_exp2_250_20_1.000000_0.phy,10,85.55,61.54,MO
phylogeny_ms_exp2_250_20_1.000000_1.phy,64,TO,938.83,MO
phylogeny_ms_exp2_250_20_1.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_1.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_1.000000_4.phy,58,587.94,82.11,MO
phylogeny_ms_exp2_250_20_2.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_2.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_2.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_20_4.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_0.000000_0.phy,0,14.16,11.64,MO
phylogeny_ms_exp2_250_40_0.000000_1.phy,0,116.94,96.25,MO
phylogeny_ms_exp2_250_40_0.000000_2.phy,0,54.48,39.41,MO
phylogeny_ms_exp2_250_40_0.000000_3.phy,0,10.29,7.97,MO
phylogeny_ms_exp2_250_40_0.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_4_0.000000_0.phy,0,4.57,2.41,5.42
phylogeny_ms_exp2_250_4_0.000000_1.phy,0,3.4,2.08,9.1
phylogeny_ms_exp2_250_4_0.000000_2.phy,0,1.4,1.49,0.02
phylogeny_ms_exp2_250_4_0.000000_3.phy,0,3.92,2.64,6.69
phylogeny_ms_exp2_250_4_0.000000_4.phy,0,4.24,2.35,3.46
phylogeny_ms_exp2_250_40_1.000000_0.phy,0,TO,1145.89,MO
phylogeny_ms_exp2_250_40_1.000000_1.phy,14,2968.36,364.83,MO
phylogeny_ms_exp2_250_40_1.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_1.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_1.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_2.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_2.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_2.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_2.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_2.000000_4.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_4.000000_0.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_4.000000_1.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_4.000000_2.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_4.000000_3.phy,-1,TO,TO,MO
phylogeny_ms_exp2_250_40_4.000000_4.phy,-1,TO,TO,MO
