instance,char_rem,n,kn,time,phase,minseps,pmcs
phylogeny_real_alcataenia.phy,5,21,21,0.06,4,11,19
phylogeny_real_chinese.phy,6,30,30,0.08,4,17,38
phylogeny_real_indo.phy,13,864,836,2033.05,4,21594,407354
phylogeny_real_indo-pp.phy,6,43,43,0.04,4,35,107
phylogeny_real_mammals.phy,78,245,245,0.88,4,56,301
phylogeny_ms_exp1_k_10_0.phy,83,1431,842,192.56,4,2703,26538
phylogeny_ms_exp1_k_10_10.phy,79,1441,657,44.09,4,1070,7661
phylogeny_ms_exp1_k_10_11.phy,71,1377,811,28.69,4,870,5599
phylogeny_ms_exp1_k_10_12.phy,99,1459,858,95.64,4,1654,12151
phylogeny_ms_exp1_k_10_13.phy,10,1349,269,1.49,4,32,76
phylogeny_ms_exp1_k_10_14.phy,111,1065,787,297.42,4,3602,34460
phylogeny_ms_exp1_k_10_15.phy,95,1419,822,271.45000000000005,4,4332,43269
phylogeny_ms_exp1_k_10_16.phy,71,1156,641,43.41,4,1430,12043
phylogeny_ms_exp1_k_10_17.phy,87,1365,646,80.34,4,1717,12584
phylogeny_ms_exp1_k_10_18.phy,106,1387,803,882.16,4,6093,69893
phylogeny_ms_exp1_k_10_19.phy,101,1388,791,149.70999999999998,4,2507,20479
phylogeny_ms_exp1_k_10_1.phy,34,1313,617,4.95,4,335,1639
phylogeny_ms_exp1_k_10_2.phy,76,1420,825,113.53,4,1825,15988
phylogeny_ms_exp1_k_10_3.phy,46,1190,687,13.49,4,709,5463
phylogeny_ms_exp1_k_10_4.phy,42,1124,392,1.97,4,113,352
phylogeny_ms_exp1_k_10_5.phy,33,1327,725,14.61,4,561,4351
phylogeny_ms_exp1_k_10_6.phy,91,1295,859,89.37,4,1663,15550
phylogeny_ms_exp1_k_10_7.phy,80,1249,731,57.1,4,1225,10197
phylogeny_ms_exp1_k_10_8.phy,69,1357,752,14.19,4,417,2456
phylogeny_ms_exp1_k_10_9.phy,-1,1321,833,TO,4,34469,647172
phylogeny_ms_exp1_k_12_0.phy,57,1427,722,7.65,4,310,1374
phylogeny_ms_exp1_k_12_10.phy,71,1532,915,496.09,4,6665,77495
phylogeny_ms_exp1_k_12_11.phy,133,1674,857,1967.8999999999999,4,9922,120801
phylogeny_ms_exp1_k_12_12.phy,91,1659,951,1564.39,4,11249,160858
phylogeny_ms_exp1_k_12_13.phy,93,1697,1025,760.44,4,5748,65993
phylogeny_ms_exp1_k_12_14.phy,67,1507,806,21.4,4,676,4063
phylogeny_ms_exp1_k_12_15.phy,76,1410,687,18.99,4,570,3595
phylogeny_ms_exp1_k_12_16.phy,59,1650,917,296.04,4,5619,62921
phylogeny_ms_exp1_k_12_17.phy,100,1553,818,3549.74,4,15367,213839
phylogeny_ms_exp1_k_12_18.phy,59,1587,801,93.18,4,2409,20994
phylogeny_ms_exp1_k_12_19.phy,18,1537,851,18.59,4,653,4394
phylogeny_ms_exp1_k_12_1.phy,22,1460,808,16.13,4,703,4868
phylogeny_ms_exp1_k_12_2.phy,77,1568,1024,644.4699999999999,4,6825,79881
phylogeny_ms_exp1_k_12_3.phy,-1,1648,1198,TO,3,59779,0
phylogeny_ms_exp1_k_12_4.phy,59,1565,860,37.32,4,978,7431
phylogeny_ms_exp1_k_12_5.phy,81,1370,732,84.22,4,2394,18960
phylogeny_ms_exp1_k_12_6.phy,51,1457,919,41.53,4,1173,8145
phylogeny_ms_exp1_k_12_7.phy,87,1689,983,650.99,4,6200,64654
phylogeny_ms_exp1_k_12_8.phy,62,1536,802,39.76,4,1056,8186
phylogeny_ms_exp1_k_12_9.phy,30,1503,689,10.98,4,801,5579
phylogeny_ms_exp1_k_14_0.phy,21,1438,369,1.75,4,63,152
phylogeny_ms_exp1_k_14_10.phy,55,1728,859,119.13,4,1945,16619
phylogeny_ms_exp1_k_14_11.phy,27,1671,855,41.79,4,1226,9878
phylogeny_ms_exp1_k_14_12.phy,85,1856,1051,614.12,4,8057,88654
phylogeny_ms_exp1_k_14_13.phy,47,1620,899,151.14,4,2839,30342
phylogeny_ms_exp1_k_14_14.phy,85,1586,978,652.12,4,4670,53583
phylogeny_ms_exp1_k_14_15.phy,90,1669,1142,313.21,4,2906,27630
phylogeny_ms_exp1_k_14_16.phy,77,1919,1002,451.49,4,5693,64430
phylogeny_ms_exp1_k_14_17.phy,67,1540,975,68.86,4,1286,10685
phylogeny_ms_exp1_k_14_18.phy,38,1662,1063,246.01,4,3545,39031
phylogeny_ms_exp1_k_14_19.phy,64,1845,1226,1337.33,4,8506,102409
phylogeny_ms_exp1_k_14_1.phy,30,1677,715,14.06,4,920,6694
phylogeny_ms_exp1_k_14_2.phy,-1,1605,971,TO,4,21722,290770
phylogeny_ms_exp1_k_14_3.phy,7,1739,661,6.98,4,405,2549
phylogeny_ms_exp1_k_14_4.phy,80,1602,938,197.92,4,2786,24345
phylogeny_ms_exp1_k_14_5.phy,77,1483,783,209.0,4,2971,26769
phylogeny_ms_exp1_k_14_6.phy,90,1696,1007,3224.36,4,15791,258333
phylogeny_ms_exp1_k_14_7.phy,77,1632,734,31.73,4,782,5812
phylogeny_ms_exp1_k_14_8.phy,64,1870,928,405.36999999999995,4,6495,70626
phylogeny_ms_exp1_k_14_9.phy,-1,1818,1229,TO,3,278904,4
phylogeny_ms_exp1_k_16_0.phy,-1,1910,1000,TO,4,31098,436374
phylogeny_ms_exp1_k_16_10.phy,84,1846,1011,2871.1299999999997,4,16703,231713
phylogeny_ms_exp1_k_16_11.phy,61,1902,1195,2242.44,4,14162,213039
phylogeny_ms_exp1_k_16_12.phy,50,1781,586,3.73,4,190,691
phylogeny_ms_exp1_k_16_13.phy,41,2213,1347,243.73,4,2137,14557
phylogeny_ms_exp1_k_16_14.phy,57,1612,819,30.84,4,1183,8148
phylogeny_ms_exp1_k_16_15.phy,7,1775,753,4.11,4,146,493
phylogeny_ms_exp1_k_16_16.phy,65,1927,1000,928.17,4,12102,175560
phylogeny_ms_exp1_k_16_17.phy,-1,1951,1182,TO,3,61450,4
phylogeny_ms_exp1_k_16_18.phy,46,1518,964,396.11,4,6595,77156
phylogeny_ms_exp1_k_16_19.phy,5,1813,586,4.52,4,346,1624
phylogeny_ms_exp1_k_16_1.phy,42,1716,592,5.18,4,283,1501
phylogeny_ms_exp1_k_16_2.phy,89,1923,1125,1269.06,4,11351,139229
phylogeny_ms_exp1_k_16_3.phy,-1,2248,1371,TO,3,48743,0
phylogeny_ms_exp1_k_16_4.phy,-1,2039,943,TO,4,72560,1185691
phylogeny_ms_exp1_k_16_5.phy,97,1563,872,117.63,4,1815,15200
phylogeny_ms_exp1_k_16_6.phy,-1,1989,1301,TO,3,269588,0
phylogeny_ms_exp1_k_16_7.phy,105,1542,821,538.12,4,6770,82854
phylogeny_ms_exp1_k_16_8.phy,73,1644,1069,236.62,4,3577,35157
phylogeny_ms_exp1_k_16_9.phy,65,1784,997,574.16,4,7479,106251
phylogeny_ms_exp1_k_18_0.phy,-1,1854,1059,TO,4,23805,398019
phylogeny_ms_exp1_k_18_10.phy,-1,2402,1437,TO,2,763125,6
phylogeny_ms_exp1_k_18_11.phy,26,2116,1230,834.15,4,9771,129302
phylogeny_ms_exp1_k_18_12.phy,57,1879,922,53.03,4,1459,11934
phylogeny_ms_exp1_k_18_13.phy,20,2375,1089,73.08,4,1103,7253
phylogeny_ms_exp1_k_18_14.phy,57,2004,1169,854.3199999999999,4,8227,92036
phylogeny_ms_exp1_k_18_15.phy,65,2075,783,27.94,4,1122,7768
phylogeny_ms_exp1_k_18_16.phy,-1,2306,1358,TO,3,166794,0
phylogeny_ms_exp1_k_18_17.phy,-1,2294,1335,TO,3,169022,14
phylogeny_ms_exp1_k_18_18.phy,-1,2333,1480,TO,2,779352,0
phylogeny_ms_exp1_k_18_19.phy,-1,2274,1077,TO,2,1068064,0
phylogeny_ms_exp1_k_18_1.phy,-1,2436,1574,TO,2,511267,0
phylogeny_ms_exp1_k_18_2.phy,0,2048,531,2.87,4,177,612
phylogeny_ms_exp1_k_18_3.phy,-1,2318,1458,TO,2,633179,4
phylogeny_ms_exp1_k_18_4.phy,64,2152,1030,546.85,4,5491,66588
phylogeny_ms_exp1_k_18_5.phy,5,2193,1064,21.14,4,426,2187
phylogeny_ms_exp1_k_18_6.phy,-1,2159,1336,TO,3,57559,4
phylogeny_ms_exp1_k_18_7.phy,28,2308,1279,40.61,4,622,3560
phylogeny_ms_exp1_k_18_8.phy,-1,2107,1161,TO,4,42430,659024
phylogeny_ms_exp1_k_18_9.phy,30,2154,1054,457.09,4,8644,87026
phylogeny_ms_exp1_k_20_0.phy,71,2377,1193,660.54,4,5575,54940
phylogeny_ms_exp1_k_20_10.phy,-1,2544,1457,TO,2,338547,10
phylogeny_ms_exp1_k_20_11.phy,-1,2365,1601,TO,2,248432,0
phylogeny_ms_exp1_k_20_12.phy,-1,2327,1214,TO,3,50717,0
phylogeny_ms_exp1_k_20_13.phy,33,2103,1019,78.38,4,2437,20506
phylogeny_ms_exp1_k_20_14.phy,44,2163,1324,1107.01,4,11785,140062
phylogeny_ms_exp1_k_20_15.phy,30,1630,960,103.55,4,2456,21885
phylogeny_ms_exp1_k_20_16.phy,-1,2490,1445,TO,3,216481,0
phylogeny_ms_exp1_k_20_17.phy,-1,2060,1374,TO,3,86061,4
phylogeny_ms_exp1_k_20_18.phy,50,1978,677,24.46,4,1048,9110
phylogeny_ms_exp1_k_20_19.phy,-1,2336,1392,TO,3,83502,0
phylogeny_ms_exp1_k_20_1.phy,37,2090,1294,1021.91,4,8372,105137
phylogeny_ms_exp1_k_20_2.phy,-1,2359,1289,TO,4,22365,287042
phylogeny_ms_exp1_k_20_3.phy,-1,2272,1182,TO,4,22243,299113
phylogeny_ms_exp1_k_20_4.phy,-1,2375,1503,TO,3,43049,0
phylogeny_ms_exp1_k_20_5.phy,30,2011,1288,19.05,4,214,679
phylogeny_ms_exp1_k_20_6.phy,86,2313,1069,2918.63,4,17098,216549
phylogeny_ms_exp1_k_20_7.phy,29,1970,967,60.18,4,1606,13739
phylogeny_ms_exp1_k_20_8.phy,-1,2501,1310,TO,3,87104,0
phylogeny_ms_exp1_k_20_9.phy,35,1814,1017,57.28,4,1541,13809
phylogeny_ms_exp1_k_2_0.phy,18,312,199,0.67,4,27,51
phylogeny_ms_exp1_k_2_10.phy,31,316,228,0.74,4,44,120
phylogeny_ms_exp1_k_2_11.phy,61,368,321,1.09,4,76,192
phylogeny_ms_exp1_k_2_12.phy,20,322,214,0.78,4,22,42
phylogeny_ms_exp1_k_2_13.phy,21,330,243,0.87,4,19,36
phylogeny_ms_exp1_k_2_14.phy,20,316,227,0.7,4,24,42
phylogeny_ms_exp1_k_2_15.phy,21,328,241,0.71,4,19,28
phylogeny_ms_exp1_k_2_16.phy,21,340,257,0.79,4,18,38
phylogeny_ms_exp1_k_2_17.phy,19,328,225,0.71,4,41,87
phylogeny_ms_exp1_k_2_18.phy,26,338,223,2.15,4,39,88
phylogeny_ms_exp1_k_2_19.phy,47,334,255,0.88,4,60,137
phylogeny_ms_exp1_k_2_1.phy,27,330,254,1.51,4,42,90
phylogeny_ms_exp1_k_22_0.phy,25,1874,951,130.83,4,3788,39403
phylogeny_ms_exp1_k_22_10.phy,-1,2726,1647,TO,3,57598,21
phylogeny_ms_exp1_k_22_11.phy,23,2503,1477,1726.83,4,8093,104081
phylogeny_ms_exp1_k_22_12.phy,101,2254,1042,720.9,4,5120,51860
phylogeny_ms_exp1_k_22_13.phy,-1,2853,1513,TO,2,1050749,4
phylogeny_ms_exp1_k_22_14.phy,-1,2372,1256,TO,4,33599,487213
phylogeny_ms_exp1_k_22_15.phy,37,2530,1447,1554.44,4,10739,123188
phylogeny_ms_exp1_k_22_16.phy,10,2379,899,20.98,4,908,5612
phylogeny_ms_exp1_k_22_17.phy,72,2021,1101,657.12,4,6799,83429
phylogeny_ms_exp1_k_22_18.phy,-1,2274,1096,TO,4,21187,296619
phylogeny_ms_exp1_k_22_19.phy,-1,2249,1133,TO,4,21814,337795
phylogeny_ms_exp1_k_22_1.phy,-1,2656,1779,TO,3,26899,0
phylogeny_ms_exp1_k_22_2.phy,-1,2676,1578,TO,2,508817,0
phylogeny_ms_exp1_k_22_3.phy,-1,2204,1218,TO,4,29137,462559
phylogeny_ms_exp1_k_22_4.phy,-1,1971,1226,TO,4,17742,226796
phylogeny_ms_exp1_k_22_5.phy,35,2032,1012,26.26,4,469,3825
phylogeny_ms_exp1_k_22_6.phy,45,2285,693,9.81,4,557,2816
phylogeny_ms_exp1_k_22_7.phy,-1,2709,1490,TO,3,51319,4
phylogeny_ms_exp1_k_22_8.phy,-1,2485,1218,TO,3,79315,12
phylogeny_ms_exp1_k_22_9.phy,25,2302,1238,478.76,4,7604,91597
phylogeny_ms_exp1_k_2_2.phy,48,308,243,0.98,4,98,364
phylogeny_ms_exp1_k_2_3.phy,25,360,284,1.37,4,27,55
phylogeny_ms_exp1_k_24_0.phy,-1,2860,1632,TO,3,60084,14
phylogeny_ms_exp1_k_24_10.phy,-1,2478,1604,TO,3,73328,0
phylogeny_ms_exp1_k_24_11.phy,3,2753,1155,109.87,4,1942,15987
phylogeny_ms_exp1_k_24_12.phy,-1,2841,1457,TO,2,1080504,0
phylogeny_ms_exp1_k_24_13.phy,49,2309,1307,338.16,4,3492,31720
phylogeny_ms_exp1_k_24_14.phy,14,2331,1298,98.87,4,1244,9850
phylogeny_ms_exp1_k_24_15.phy,-1,2307,1390,TO,2,435806,0
phylogeny_ms_exp1_k_24_16.phy,-1,3009,1612,TO,2,1021200,8
phylogeny_ms_exp1_k_24_17.phy,14,2640,1066,108.36,4,2801,25234
phylogeny_ms_exp1_k_24_18.phy,-1,2862,1619,TO,3,17997,4
phylogeny_ms_exp1_k_24_19.phy,27,2183,921,37.35,4,1054,6711
phylogeny_ms_exp1_k_24_1.phy,12,2830,1443,1410.1899999999998,4,7143,73141
phylogeny_ms_exp1_k_24_2.phy,25,2394,1425,2958.58,4,18807,237998
phylogeny_ms_exp1_k_24_3.phy,33,2285,1142,648.61,4,11613,134391
phylogeny_ms_exp1_k_24_4.phy,-1,2858,1851,TO,2,426072,8
phylogeny_ms_exp1_k_24_5.phy,-1,2645,1585,TO,3,19326,8
phylogeny_ms_exp1_k_24_6.phy,-1,2665,1436,TO,2,487960,4
phylogeny_ms_exp1_k_24_7.phy,-1,2960,1770,TO,2,638254,4
phylogeny_ms_exp1_k_24_8.phy,-1,3055,2046,TO,2,668126,0
phylogeny_ms_exp1_k_24_9.phy,-1,2474,1620,TO,2,1159427,4
phylogeny_ms_exp1_k_2_4.phy,24,346,245,0.83,4,18,31
phylogeny_ms_exp1_k_2_5.phy,24,322,239,0.74,4,45,125
phylogeny_ms_exp1_k_26_0.phy,-1,2656,1783,TO,2,520256,14
phylogeny_ms_exp1_k_26_10.phy,68,2426,1273,559.43,4,4708,56709
phylogeny_ms_exp1_k_26_11.phy,47,2634,1180,1464.6299999999999,4,13648,200411
phylogeny_ms_exp1_k_26_12.phy,-1,2041,1343,TO,3,45310,0
phylogeny_ms_exp1_k_26_13.phy,-1,2624,1456,TO,3,26117,0
phylogeny_ms_exp1_k_26_14.phy,-1,2478,1321,TO,3,379241,0
phylogeny_ms_exp1_k_26_15.phy,-1,3179,1768,TO,2,271608,0
phylogeny_ms_exp1_k_26_16.phy,8,2676,853,40.42,4,1655,11921
phylogeny_ms_exp1_k_26_17.phy,-1,2775,1628,TO,3,92462,0
phylogeny_ms_exp1_k_26_18.phy,23,2306,1159,136.5,4,1683,13711
phylogeny_ms_exp1_k_26_19.phy,75,2856,1351,2256.17,4,13356,180442
phylogeny_ms_exp1_k_26_1.phy,2,2954,1126,101.71,4,1719,15875
phylogeny_ms_exp1_k_26_2.phy,49,1848,1075,110.71,4,1681,15250
phylogeny_ms_exp1_k_26_3.phy,71,2202,1419,1120.65,4,5624,61754
phylogeny_ms_exp1_k_26_4.phy,-1,2999,1704,TO,3,138331,0
phylogeny_ms_exp1_k_26_5.phy,-1,2895,1550,TO,3,37274,4
phylogeny_ms_exp1_k_26_6.phy,-1,3025,1895,TO,2,456687,0
phylogeny_ms_exp1_k_26_7.phy,-1,2914,1891,TO,2,229472,0
phylogeny_ms_exp1_k_26_8.phy,-1,2458,1265,TO,4,50047,893208
phylogeny_ms_exp1_k_26_9.phy,35,2778,940,51.0,4,1713,15756
phylogeny_ms_exp1_k_2_6.phy,6,332,182,0.73,4,11,19
phylogeny_ms_exp1_k_2_7.phy,4,330,211,0.73,4,6,9
phylogeny_ms_exp1_k_28_0.phy,-1,2911,1490,TO,2,441676,6
phylogeny_ms_exp1_k_28_10.phy,-1,2724,1480,TO,2,761536,0
phylogeny_ms_exp1_k_28_11.phy,79,2174,1090,63.16,4,858,4963
phylogeny_ms_exp1_k_28_12.phy,87,1968,1265,553.82,4,3535,34301
phylogeny_ms_exp1_k_28_13.phy,15,2673,995,106.76,4,2883,27367
phylogeny_ms_exp1_k_28_14.phy,-1,2767,1540,TO,2,408846,0
phylogeny_ms_exp1_k_28_15.phy,-1,2991,1713,TO,3,131817,11
phylogeny_ms_exp1_k_28_16.phy,-1,2919,1594,TO,3,152748,4
phylogeny_ms_exp1_k_28_17.phy,-1,3095,1981,TO,2,592250,0
phylogeny_ms_exp1_k_28_18.phy,15,2947,916,10.33,4,278,850
phylogeny_ms_exp1_k_28_19.phy,30,2434,1371,533.21,4,4629,47388
phylogeny_ms_exp1_k_28_1.phy,-1,2889,1556,TO,2,350455,8
phylogeny_ms_exp1_k_28_2.phy,18,2718,1673,2795.7,4,9200,110309
phylogeny_ms_exp1_k_28_3.phy,56,2783,747,11.13,4,550,2396
phylogeny_ms_exp1_k_28_4.phy,-1,2673,1449,TO,2,909637,4
phylogeny_ms_exp1_k_28_5.phy,-1,2942,1915,TO,2,305266,0
phylogeny_ms_exp1_k_28_6.phy,25,2370,1148,29.29,4,532,3135
phylogeny_ms_exp1_k_28_7.phy,-1,3128,1910,TO,2,1412829,4
phylogeny_ms_exp1_k_28_8.phy,48,2733,1675,3090.43,4,14901,227104
phylogeny_ms_exp1_k_28_9.phy,-1,3064,1603,TO,2,457746,14
phylogeny_ms_exp1_k_2_8.phy,18,324,227,0.77,4,22,38
phylogeny_ms_exp1_k_2_9.phy,38,352,262,1.26,4,34,66
phylogeny_ms_exp1_k_30_0.phy,-1,2667,1372,TO,3,188029,4
phylogeny_ms_exp1_k_30_10.phy,-1,3256,2083,TO,2,238576,12
phylogeny_ms_exp1_k_30_11.phy,-1,3040,2137,TO,2,135051,0
phylogeny_ms_exp1_k_30_12.phy,-1,2916,2037,TO,2,340693,4
phylogeny_ms_exp1_k_30_13.phy,-1,2962,2051,TO,2,2502985,4
phylogeny_ms_exp1_k_30_14.phy,33,2426,1353,954.83,4,8155,118485
phylogeny_ms_exp1_k_30_15.phy,91,2702,1197,1535.65,4,8995,145123
phylogeny_ms_exp1_k_30_16.phy,-1,2736,1528,TO,3,114920,6
phylogeny_ms_exp1_k_30_17.phy,-1,3107,2019,TO,2,517412,0
phylogeny_ms_exp1_k_30_18.phy,-1,2821,1385,TO,3,64098,26
phylogeny_ms_exp1_k_30_19.phy,-1,2767,1460,TO,3,35834,12
phylogeny_ms_exp1_k_30_1.phy,-1,2606,1484,TO,3,132404,4
phylogeny_ms_exp1_k_30_2.phy,-1,3039,1616,TO,3,38907,7
phylogeny_ms_exp1_k_30_3.phy,-1,2843,1836,TO,2,351522,0
phylogeny_ms_exp1_k_30_4.phy,-1,3157,1325,TO,4,59962,1034303
phylogeny_ms_exp1_k_30_5.phy,16,2546,885,8.95,4,289,1297
phylogeny_ms_exp1_k_30_6.phy,-1,2889,1603,TO,3,47346,0
phylogeny_ms_exp1_k_30_7.phy,-1,2696,1543,TO,3,133941,8
phylogeny_ms_exp1_k_30_8.phy,58,3020,1370,374.38,4,2859,24058
phylogeny_ms_exp1_k_30_9.phy,-1,2706,1827,TO,3,65436,0
phylogeny_ms_exp1_k_32_0.phy,-1,2924,1455,TO,4,18359,209368
phylogeny_ms_exp1_k_32_10.phy,-1,3009,1785,TO,3,11948,4
phylogeny_ms_exp1_k_32_11.phy,-1,3202,1895,TO,2,612635,0
phylogeny_ms_exp1_k_32_12.phy,15,2638,897,12.16,4,576,2984
phylogeny_ms_exp1_k_32_13.phy,-1,3258,1853,TO,2,594668,0
phylogeny_ms_exp1_k_32_14.phy,-1,3340,1789,TO,2,338653,4
phylogeny_ms_exp1_k_32_15.phy,-1,3328,1837,TO,2,372546,0
phylogeny_ms_exp1_k_32_16.phy,42,2608,1355,956.86,4,8608,91175
phylogeny_ms_exp1_k_32_17.phy,-1,3250,2019,TO,2,691381,11
phylogeny_ms_exp1_k_32_18.phy,20,2773,1497,1211.24,4,11196,130719
phylogeny_ms_exp1_k_32_19.phy,-1,2883,1784,TO,3,84415,4
phylogeny_ms_exp1_k_32_1.phy,2,2859,664,8.36,4,555,3254
phylogeny_ms_exp1_k_32_2.phy,-1,3702,2303,TO,2,1074016,8
phylogeny_ms_exp1_k_32_3.phy,-1,3184,1299,TO,3,89334,0
phylogeny_ms_exp1_k_32_4.phy,-1,2717,1739,TO,2,507881,0
phylogeny_ms_exp1_k_32_5.phy,0,2854,1363,297.33,4,2875,24769
phylogeny_ms_exp1_k_32_6.phy,-1,2875,1286,TO,4,41993,677346
phylogeny_ms_exp1_k_32_7.phy,-1,2883,1631,TO,2,841751,0
phylogeny_ms_exp1_k_32_8.phy,-1,3254,1709,TO,2,369668,8
phylogeny_ms_exp1_k_32_9.phy,45,3123,2018,1449.72,4,7035,64455
phylogeny_ms_exp1_k_34_0.phy,-1,3156,1753,TO,2,240621,56
phylogeny_ms_exp1_k_34_10.phy,-1,3262,1706,TO,3,84787,20
phylogeny_ms_exp1_k_34_11.phy,-1,2595,1515,TO,2,333133,0
phylogeny_ms_exp1_k_34_12.phy,-1,3300,2088,TO,2,240456,9
phylogeny_ms_exp1_k_34_13.phy,7,2888,954,100.27,4,2412,24887
phylogeny_ms_exp1_k_34_14.phy,-1,3036,2065,TO,2,529910,0
phylogeny_ms_exp1_k_34_15.phy,-1,2851,1816,TO,2,379421,0
phylogeny_ms_exp1_k_34_16.phy,-1,2899,1599,TO,2,267090,0
phylogeny_ms_exp1_k_34_17.phy,36,2873,1514,404.39,4,1846,12430
phylogeny_ms_exp1_k_34_18.phy,72,2702,1122,1657.49,4,11694,168475
phylogeny_ms_exp1_k_34_19.phy,-1,2778,1489,TO,3,218156,4
phylogeny_ms_exp1_k_34_1.phy,-1,3324,2110,TO,2,1099405,6
phylogeny_ms_exp1_k_34_2.phy,-1,2754,1467,TO,3,248073,51
phylogeny_ms_exp1_k_34_3.phy,-1,3848,2800,TO,2,1627698,0
phylogeny_ms_exp1_k_34_4.phy,0,2767,485,2.96,4,174,510
phylogeny_ms_exp1_k_34_5.phy,-1,3248,1850,TO,3,37647,8
phylogeny_ms_exp1_k_34_6.phy,-1,3060,1801,TO,3,36340,0
phylogeny_ms_exp1_k_34_7.phy,16,2483,1392,208.0,4,1525,14027
phylogeny_ms_exp1_k_34_8.phy,-1,2913,1751,TO,3,107373,0
phylogeny_ms_exp1_k_34_9.phy,-1,3136,1767,TO,3,25919,4
phylogeny_ms_exp1_k_36_0.phy,-1,3445,2290,TO,2,653595,0
phylogeny_ms_exp1_k_36_10.phy,-1,3606,1773,TO,2,442097,184
phylogeny_ms_exp1_k_36_11.phy,-1,3391,2144,TO,2,769969,4
phylogeny_ms_exp1_k_36_12.phy,-1,3194,2060,TO,2,163081,5
phylogeny_ms_exp1_k_36_13.phy,-1,3279,1784,TO,3,41520,0
phylogeny_ms_exp1_k_36_14.phy,-1,3850,1395,TO,4,32761,421578
phylogeny_ms_exp1_k_36_15.phy,-1,3406,2112,TO,2,964087,0
phylogeny_ms_exp1_k_36_16.phy,-1,3000,1408,TO,4,44751,739812
phylogeny_ms_exp1_k_36_17.phy,52,3689,1325,605.3,4,6577,67126
phylogeny_ms_exp1_k_36_18.phy,24,2903,1444,1342.68,4,9647,91265
phylogeny_ms_exp1_k_36_19.phy,1,3237,1634,1021.26,4,4629,37042
phylogeny_ms_exp1_k_36_1.phy,-1,2583,1555,TO,2,748195,0
phylogeny_ms_exp1_k_36_2.phy,10,3009,1546,2224.82,4,14450,228325
phylogeny_ms_exp1_k_36_3.phy,23,2862,1417,2282.88,4,16542,221557
phylogeny_ms_exp1_k_36_4.phy,-1,3664,2117,TO,2,1577521,10
phylogeny_ms_exp1_k_36_5.phy,58,2762,1516,2650.07,4,11567,186306
phylogeny_ms_exp1_k_36_6.phy,-1,2926,1511,TO,3,19020,13
phylogeny_ms_exp1_k_36_7.phy,-1,2944,1287,TO,4,35907,502546
phylogeny_ms_exp1_k_36_8.phy,-1,3514,2290,TO,2,677258,0
phylogeny_ms_exp1_k_36_9.phy,-1,3023,1757,TO,2,221851,4
phylogeny_ms_exp1_k_38_0.phy,-1,3368,2171,TO,2,1092449,4
phylogeny_ms_exp1_k_38_10.phy,-1,3237,2073,TO,2,681301,0
phylogeny_ms_exp1_k_38_11.phy,-1,3065,1272,TO,3,59769,36
phylogeny_ms_exp1_k_38_12.phy,-1,3807,2453,TO,2,376123,8
phylogeny_ms_exp1_k_38_13.phy,-1,3408,1768,TO,2,1800470,13
phylogeny_ms_exp1_k_38_14.phy,-1,3674,1808,TO,2,191850,18
phylogeny_ms_exp1_k_38_15.phy,-1,3425,2279,TO,2,1077679,0
phylogeny_ms_exp1_k_38_16.phy,-1,3976,2113,TO,2,432964,34
phylogeny_ms_exp1_k_38_17.phy,-1,3260,1689,TO,2,351897,15
phylogeny_ms_exp1_k_38_18.phy,-1,3220,2175,TO,2,940646,4
phylogeny_ms_exp1_k_38_19.phy,-1,3169,1918,TO,2,175318,4
phylogeny_ms_exp1_k_38_1.phy,-1,3211,1934,TO,2,201977,0
phylogeny_ms_exp1_k_38_2.phy,-1,3649,1805,TO,2,936703,106
phylogeny_ms_exp1_k_38_3.phy,-1,3436,2458,TO,2,102636,4
phylogeny_ms_exp1_k_38_4.phy,-1,3413,1824,TO,3,70962,4
phylogeny_ms_exp1_k_38_5.phy,-1,2872,1938,TO,2,182472,12
phylogeny_ms_exp1_k_38_6.phy,-1,3439,2080,TO,2,417751,0
phylogeny_ms_exp1_k_38_7.phy,1,3611,1221,141.78,4,2154,16358
phylogeny_ms_exp1_k_38_8.phy,12,3058,988,32.87,4,1116,6771
phylogeny_ms_exp1_k_38_9.phy,30,2342,848,76.22,4,2485,23547
phylogeny_ms_exp1_k_40_0.phy,-1,3081,1746,TO,2,296998,0
phylogeny_ms_exp1_k_40_10.phy,-1,3047,1761,TO,2,252836,0
phylogeny_ms_exp1_k_40_11.phy,-1,3601,1980,TO,2,464210,4
phylogeny_ms_exp1_k_40_12.phy,-1,3457,2135,TO,2,546437,4
phylogeny_ms_exp1_k_40_13.phy,23,3258,944,16.29,4,520,2128
phylogeny_ms_exp1_k_40_14.phy,-1,3572,1917,TO,3,68234,4
phylogeny_ms_exp1_k_40_15.phy,-1,4190,2610,TO,2,1356256,0
phylogeny_ms_exp1_k_40_16.phy,-1,3742,2328,TO,2,298226,97
phylogeny_ms_exp1_k_40_17.phy,18,2590,1227,1180.52,4,14130,195061
phylogeny_ms_exp1_k_40_18.phy,22,2998,1523,320.92,4,2906,37709
phylogeny_ms_exp1_k_40_19.phy,18,3228,1514,709.79,4,4190,41673
phylogeny_ms_exp1_k_40_1.phy,-1,3096,1896,TO,3,51302,4
phylogeny_ms_exp1_k_40_2.phy,-1,3269,2111,TO,2,1165877,4
phylogeny_ms_exp1_k_40_3.phy,33,3235,1286,777.38,4,7492,94710
phylogeny_ms_exp1_k_40_4.phy,-1,3721,2129,TO,2,184852,20
